title,artist,cleaned_lyrics
뜬다뜬다 (Cover Ver.),대사냥,해가 뜨고 달이뜨고 우리 인생도 뜨고뜨고 뜬다 희망의 길에 행복도 뜨고 내사랑도 곱게곱게뜬다 백년도 못살고 가는 인생 우리네 인생 천년의 근심을 안고 사는 인행 욕심을 버리고 마음을 비우고 사는대로 살아보자 어혀야디야 우리네 인생 바람처럼 구름처럼 살다가자 해가 뜨고 달이뜨고 우리 인생도 뜨고뜨고 뜬다 희망의 길에 행복도 뜨고 내사랑도 곱게곱게뜬다 백년도 못살고 가는 인생 우리네 인생 천년의 근심을 안고 사는 인생 욕심을 버리고 마음을 비우고 여한없이 살아보자 어혀야디야 우리네 인생 바람처럼 구름처럼 살다가자 어혀야디야 우리네 인생 바람처럼 구름처럼 살다가자
야생화의 눈물,장채원,그리움에 사무치는 춘사월 달빛아래 처량한 모습으로 피어나는 꽃들이여 사랑을 잃어버린 채 한숨쉬는 꽃잎속에 너의 모습 가련하다 세월이 흘러가도 지워지지 않는 당신의 흔적을 잊지못해 피어나는 꽃 야생화 야생화 그리움속에 피어나는 꽃 야생화 야생화 당신을 위해 피어나는 꽃 야생화 세월이 흘러가도 지워지지 않는 당신의 흔적을 잊지못해 피어나는 꽃 야생화 야생화 그리움속에 피어나는 꽃 야생화 야생화 당신을 위해 피어나는 꽃 야생화 당신을 위해 피어나는 꽃 야생화
가시어멍,양정원,열아홉살에 시집을 완 보난 시할망에 시아방에 시어멍허곡 두린 시누이 허곡 큰각시 아덜호나 이추룩 살암십듸다 먹을게 싯카 입을게 싯카 그시절엔 어떵허민 살아보코허멍 살아온 세월 하영 곧질맙서 조식덜만 보멍 살아 와수다 의 밧듸강 검질메곡 촐비레가곡 드르에서 자망 새도비곡 소섬강 보리왓듸 일헤영 보리쏠도 얻엉오곡 노시 안뒈연 궤기장실 헤십주 어떵허민 조식덜 살려보젠허난 울단버천 눈물도 안납듸다 궤기장시 홀어멍신세 의 밧듸강 검질메곡 촐비레가곡 드르에서 자멍 새도비곡 토평강 과수원 밧듸 일헤영 식게고슴 벌엉오곡 궤기장시 허당 물질도 허멍 그추룩벌언 밧도사곡 집도 사시난 조식공부 시키곡 시집도 보내시난 경허난 나 헐 일 다헷쩌 알암수다 우리가시어멍 이젤랑 펜안허게 누웡쉬십서 시집오실 때 신엉 온 꽃신신엉 멩심허게 걸엉가십써 속아수다 우리 가시어멍 고맙수다 우리 가시어멍
인천공항,이무영,잠시 안내말씀드립니다 지금 인천공항 인천공항 하와이행 비행기에 타실 분은 9번 게이트 9번 게이트로 오시기 바랍니다 다시 한번 안내 말씀 드립니다 인천공항 9번 게이트 운명의 재회가 이뤄진 무대 본명 진숙이 예명 아름이 애플힙에 쌔끈한 그녀 인천공항 9번게이트 운명의 재회가 이뤄진 무대 본명 진숙이 예명 아름이 애플힙에 쌔끈한 그녀 물축제에서 처음 만났지 작품이란 이런거구나 물에 젖어가는 너의 피부와 몸매 관객들 모두 어우야 여포앞에 초선이구나 드디어 찾았다 천년을 찾아 헤메던 너를 이곳에서 너를 안고달리던 적토마에서 나누던 키스 여전히 황홀한데 넌 왜 나를 못알아보고 사람들에 둘러싸여 빠져나가니 나는 너에게 소리 질렀다 인천공항 9번게이트 그곳에서 기다린다고 인천공항 9번게이트 운명의 재회가 이뤄진 무대 본명 진숙이 예명 아름이 애플힙에 쌔끈한 그녀 물축제에서 다시 만났지 예술이란 이런거구나 강렬한 트월킹에 섹시한 미소 관객들 모두 어우야 여포앞에 초선이구나 드디어 찾았다 천년을 찾아 헤메던 너를 이곳에서 아카시아 향기를 가득 품은 너의 몸을 안아주던 그날밤 여전히 황홀한데 넌 왜 나를 못알아보고 사람들에 둘러싸여 빠져나가니 나는 너에게 소리 질렀다 인천공항 9번 게이트 그곳에서 기다린다고 그곳에서 기다린다고 저기 멀리서 다가오는 그녀 나를 보고 달려오는 그녀 아이돌 그녀 나에게 달려와 안기며 눈물을 흘렸지 이제야 모든 것이 기억난다며 여긴 인천공항 9번 게이트 널 안고 들어간 9번 게이트
고맙소,찬울,이 나이 먹도록 세상을 잘 모르나 보다 진심을 다해도 나에게 상처를 주네 이 나이 먹도록 사람을 잘 모르나 보다 사람은 보여도 마음은 보이지 않아 이 나이 되어서 그래도 당신을 만나서 고맙소 고맙소 늘 사랑하오 술 취한 그날 밤 손등에 눈물을 떨굴 때 내 손을 감싸며 괜찮아 울어준 사람 세상이 등져도 나라서 함께 할거라고 등뒤에 번지던 눈물이 참 뜨거웠소 이 나이 되어서 그래도 당신을 만나서 고맙소 고맙소 늘 사랑하오 못난 나를 만나서 긴 세월 고생만 시킨 사람 이런 사람이라서 미안하고 아픈 사람 나 당신을 위해 살아가겠소 남겨진 세월도 함께 갑시다 고맙소 고맙소 늘 사랑하오
사랑이비를맞아요 (Cover Ver.),대사냥,사랑이 비를 맞을 때 울어도 남들은 몰라 눈물인지 빗물인지 그 누가 알 수가 있나 딱 한사람 당신만이 내 눈물 알고 있는데 왜 나를 사랑했나요 왜 나를 미워했나요 우산이 내 우산이 되어주세요 사랑이 비를 맞아요 사랑이 비를 맞을 때 울어도 남들은 몰라 눈물인지 빗물인지 그 누가 알 수가 있나 딱 한사람 당신만이 내 눈물 알고 있는데 왜 나를 사랑했나요 왜 나를 미워했나요 우산이 내 우산이 되어주세요 사랑이 비를 맞아요 사랑이 비를 맞아요
"소서노(2025 Remastered Ver.) (feat. 희연, Narr. 하롱)",안현민,죽어서도 사라지지 않을 사랑 당신을 위해서 이 생명 끝나는 날까지 세월 흘러도 흐려지지 않는 기억 아 사랑이여 죽기를 각오한 의지 먹구름은 가고 새날이 왔다 두눈으로 세상을 보는것 보다 마음을 열어서 세상을 보라 죽어서도 사라지지 않을 사랑 당신을 위해서 이 생명 끝나는 날까지 세월 흘러도 흐려지지 않는 기억 아 사랑이여 죽기를 각오한 의지 먹구름은 가고 새날이 왔다 두눈으로 세상을 보는것 보다 마음을 열어서 세상을 보라 죽어서도 사라지지 않을 사랑 당신을 위해서 이 생명 끝나는 날까지 세월 흘러도 흐려지지 않는 기억 아 사랑이여 죽기를 각오한 의지 먹구름은 가고 새날이 왔다 두눈으로 세상을 보는것 보다 마음을 열어서 세상을 보라 아 사랑이여 죽기를 각오한 의지 먹구름은 가고 새날이 왔다 두눈으로 세상을 보는것 보다 마음을 열어서 세상을 보라
거제도 해금강,손설송,푸른파도 춤을추는 해금강 거닐며 별을보며 노래하던 사랑했던 사람아 바람에 날려버린 꿈같은 세월 지나가고 달이가고 해가가도 오지않는 사람아 정든고향 거제도로 돌아와요 내사랑아 갈매기가 노래하는 해금강 언덕에 달을보며 약속했던 사랑했던 사람아 허공에 던져버린 꿈같은 세월 지나가고 미련만을 남겨놓고 소식없는 사람아 정든고향 거제도로 돌아와요 내사랑아 돌아와요 내사랑아 화사한 벚꽃길 꽃내음에 취해서 구름처럼 밀려오는 여의도 윤중로에는 사랑의 물결 밀려서온다 행복한 웃음소리에 사랑이핀다 행복이핀다 꿈같은 시간은 간다 벚꽃에 취해서 사랑에 취해서 깊어가는 여의도의 밤 날리는 벚꽃에 사랑이 피어나는길 꽃향기가 유혹하는 여의도 윤중로에는 사랑의 물결 밀려서온다 기쁨의 웃음소리에 사랑이핀다 행복이핀다 꿈같은 시간은 간다 강바람 꽃바람 사랑에 취해서 깊어가는 여의도의 밤 화사한 벚꽃길 꽃내음에 취해서 구름처럼 밀려오는 여의도 윤중로에는 사랑의 물결 밀려서온다 행복한 웃음소리에 사랑이핀다 행복이핀다 꿈같은 시간은 간다 벚꽃에 취해서 사랑에 취해서 깊어가는 여의도의 밤
연안부두 (Cover Ver.),파스텔걸스(Pastel Girls),어쩌다 한번 오는 저배는 무슨 사연 싣고오길래 오는 사람 가는 사람 마음마다 설레게 하나 부두에 꿈을 두고 떠나는 배야 갈매기 우는 마음 너는 알겠지 말해다오 말해다오 연안부두 떠나는 배야 바람이 불면 파도가 울고 배떠나면 나도 운단다 안개속에 가물가물 정든 사람 손을 흔드네 저무는 연안부두 외로운 불빛 홀로선 이 마음을 달래주는데 말해다오 말해다오 연안부두 떠나는 배야
막차,소원이,그리운얼굴 가슴에안고 터미널 뒤로밀고 떠나는막차 허전한 가슴안고 떠나간다 막차야 조금만 천천히 가거라 지금가면 언제볼까 언제다시 만나볼까 차창에 기대어 두눈을 감아본다 기적소리 울리면서 막차는 떠나가는데 그리운얼굴 가슴에안고 터미널 뒤로밀고 떠나는막차 허전한 가슴안고 떠나간다 막차야 조금만 천천히 가거라 지금가면 언제볼까 언제다시 만나볼까 차창에 기대어 두눈을 감아본다 기적소리 울리면서 막차는 떠나가는데 기적소리 울리면서 막차는 떠나가는데
최애는 복숭아,나원혜,최애는 복숭아라네 은근히 스며들었어 분홍빛 매력에 빠졌나봐 발그레 웃는 얼굴 자꾸자꾸 생각이나 난 몰라 덕통사고 당했나봐 말랑말랑 부드러운 물복인가요 딱딱하고 단단한 딱복인가요 어떻게 너무나 좋은걸 내가 정말 좋아하는 건 스무가지가 넘지만 그중에 최애는 복숭아라네 최 애 는 복 숭 아 강렬히 스며들었어 붉은빛 매력에 빠졌나봐 조각같은 진한얼굴 자꾸자꾸 생각이나 난 몰라 덕통사고 당했나봐 말랑말랑 부드러운 물복인가요 딱딱하고 단단한 딱복인가요 어떻게 너무나 좋은걸 내가 정말 좋아하는 건 스무가지가 넘지만 그중에 최애는 복숭아라네 최 애 는 복 숭 아 보고싶어요 잘지내나요 따듯할때 다시만나요 내가 정말 좋아하는 건 스무가지가 넘지만 그중에 최애는 복숭아라네 최 애 는 복 숭 아 최애는 복숭아라네
눈물의 저녁노을,공 주 혜,저 언덕에 노을 진다 붉게 타는 내 마음처럼 헤어지던 그날 저녁 그대 모습 아련한데 바람 속에 흩어진 말 돌아오지 않을 약속 가슴 깊이 남은 상처 눈물 되어 흐르네 저녁노을 붉은 빛에 그리움이 번지네 사랑했던 추억마저 멀어지는 구름이여 저 강물에 노을 진다 흐르는 건 눈물인가 잊지 못해 서성이다 긴 밤마저 잠 못 드네 달빛 아래 멈춘 발걸음 그대 향기 닿을까 지난날의 아름다움 저 별빛 속에 묻었네 저녁노을 붉은 빛에 그리움이 번지네 사랑했던 추억마저 멀어지는 구름이여
눈물이 난다,송가인,눈물이 눈물이 난다 행복했어요 같이 한 나날들 포근한 손길 뜨거웠던 포옹 하늘 빛 미소 꿈처럼 지나간 시간들이 그립고 슬퍼도 울지 마세요 떠나야 하는 이별의 길에서 당신을 놓지 않아요 눈부신 사랑 눈물이 나 눈물이 영원히 사랑해요 함께 나눈 삶의 시간들이 정말 사랑이었는데 바람으로 흩어져 가도 황홀했어요 함께한 세월들 당신이 좋아 한 없이 바라보던 품 속의 사랑 그리운 추억의 시간들이 아파도 슬퍼도 울지 마세요 헤어져 있어도 당신은 언제나 내 손을 놓지 않아요 우리의 사랑 눈물이나 눈물이 영원히 사랑해요 함께 나눈 삶의 시간들이 정말 사랑이었는데
실비 오는 소리에,신승태,실비 오는 소리에 님이 올 것 같아서 부시시 잠 깨어나서 먼 길을 바라보네 바람 부는 소리에 님일 것만 같아서 살며시 귀 기울이면 들릴 듯 들리지 않네 그리운 나의 님아 언제나 오시려나 나의 기다리는 맘 그대는 정녕 모르리라 실비 오는 소리에 님이 올 것 같아서 부시시 잠 깨어나서 먼 길을 바라보네 바람 부는 소리에 님일 것만 같아서 살며시 귀 기울이면 들릴 듯 들리지 않네 그리운 나의 님아 언제나 오시려나 나의 기다리는 맘 그대는 정녕 모르리라
가을 기도,하지연,그 공원 그 벤치엔 지금쯤 낙엽들이 모여 앉아 지난 사랑 이야기 나누겠지 가을은 사랑에 계절 또 슬픈 계절 바람에 지는 수많은 사랑들 어데서 왔다가 어데로 가는지 그대가 보내준 마지막 편지 속 단풍잎들 우리 이제 슬퍼하지 말아요 낙엽이 지기 전에 가버린 사랑이지만 아픈 사랑도 세월가면 잊을 수 있어요 옛 생각에 젖어 걷는 가을 길 슬픔처럼 낙엽만 쌓여요 기도하리라 당신의 추억을 위해 우리는 낙엽처럼 떠났죠 아무 일 없었던 것처럼 그렇게
순천만의 추억,박현정,가을바람 살랑살랑 불어오던 날 둘이서 손을 잡고 함께 걸었던 순천만 꽃 정원만이 눈에 아롱거려요 행복의 꽃이 피고 희망의 꽃이 피어오르는 영원토록 피어나는 그대의 사랑이에요 언제나 향기로 다가오니 순천만 사랑의 추억들이 낭만시간 여행으로 날갯짓해요 순천만 흑두루미 날아오르는 그대의 손을 살며시 잡고 함께 걸었던 순천만 갈대밭이 아롱거려요 바람과 공기만이 다가와 약속이라도 하듯 다가오네요 언제나 향기로 다가오니 순천만 사랑의 추억들이 낭만시간 여행으로 날갯짓해요
꼬투리,배연주,꽁냥 꽁냥 가슴 뛰는 당신의 한 마디도 토닥 토닥 설레이는 사랑이란 꼬투리로 물고 잡고 늘어져요 잠든 당신 얼굴에 묻은 사랑의 꼬투리 잡고 잠든 밤 알콩달콩 꼬투리 가는 길마다 꽃길이길 어디든 꽃 당신이길 사랑에 꼬투리에 꽁꽁 묶여 가고 싶어 당신 곁에 하루하루 전부 소중한 기념일 사랑의 꼬투리 잡고 잠든 밤 알콩달콩 꼬투리 물고 잡고 늘어져요 잠든 당신 얼굴에 묻은 사랑의 꼬투리 잡고 잠든 밤 알콩달콩 꼬투리
인생아 청춘아,정운집(鄭雲集),흘러간 인생은 어디로 갔나 곰곰이 생각해 봐요 바람 따라 갔을까 몰라 몰라 구름 따라 갔을까 글쎄 글쎄 무엇이 청춘을 앗아 갔나 한번 쯤 생각해 봐요 달님이 훔쳐 갔나 몰라 몰라 별님이 뺏어 갔나 글쎄 글쎄 우리네 소중한 인생 우리네 희망 찬 청춘 이대로 보내야 하나 안돼 안돼 안돼 잡아야 해 가버린 세월을 탓하면 뭣해 지금부터 시작이야 바람 타고 갈까요 좋아 좋아 구름 타고 갈까요 그래 그래 인생아 기다려 내가 간다 어두운 세상 헤치고 비바람 몰아쳐도 좋아 좋아 눈물도 참아야지 그래 그래 우리네 소중한 인생 우리네 희망 찬 청춘 내일은 행복할 거야 그래 그래 좋아 기다려 줘 우리네 소중한 인생 우리네 희망 찬 청춘 이대로 보내야 하나 안돼 안돼 안돼 잡아야 해 안돼 안돼 안돼 잡아야 해
HOME(홈) (Cover Ver.),초아강,쓸쓸한 거리에 외로움이 더 쌓이고 사람도 이 밤도 사랑 찾아 헤매이네 그대 마음이 허전하다면 밤 하늘의 별을 보며 날 떠올려요 난 곁에 있어 그댄 나의 친구야 비 오는 날 우산이 되어줘 해가 뜨는 날에는 널 지켜줄게 when i go shining star and i go don t stop baby 평생 너와 함께 하리라 쓸쓸한 거리에 외로움이 더 쌓이고 사람도 이 밤도 사랑 찾아 헤매이네 그대 마음이 지쳐있다면 단 하루도 울지 말고 날 떠올려요 난 곁에 있어 그댄 나의 친구야 비 오는 날 우산이 되어줘 해가 뜨는 날에는 널 지켜줄게 when i go shining star and i go don t stop baby 평생 너와 함께 하리라 when you feel so alone remember that i m with you 너와 함께라면 어디든 내가 갈게 어디든 다 갈게 그댄 나의 친구야 비 오는 날 우산이 되어줘 해가 뜨는 날에는 널 지켜줄게 when i go shining star and i go don t stop baby 평생 너와 함께 하리라
러브레터(Love Letter) (Cover Ver.),권도운(Gwon Dowoon),구름에 달 빛 가린 캄캄한 밤에 나 홀로 잠 못 들어요 당신 앞에 자신이 없어 몰래 편지를 써요 사랑에 까막눈인데 내가 왜 이럴까 몰라요 나는 몰라요 울고만 싶어 아무리 써봐도 자꾸만 보아도 뭐가 빠졌어 사랑해요 i love you 그 한 마디가 아아아아 얄미운 사람 낯설은 이름에 깜짝 놀랐죠 당신 이군요 누가 볼까 숨을 멈추고 볼래 읽어봅니다 사랑에 까막눈인데 내가 왜 이럴까 몰라요 나는 몰라요 울고만 싶어 아무리 읽어도 자꾸만 보아도 뭔가 빠졌어 i love you i love you 그 한마디가 아아아아 얄미운 사람 구름에 달 빛 가린 캄캄한 밤에 나 홀로 잠 못 들어요 당신 앞에 자신이 없어 몰래 편지를 써요 사랑에 까막눈인데 내가 왜 이럴까 몰라요 나는 몰라요 울고만 싶어 아무리 써봐도 자꾸만 보아도 뭐가 빠졌어 사랑해요 i love you 그 한 마디가 아아아아 얄미운 사람
아파트 (Cover Ver.),파스텔걸스(Pastel Girls),별빛이 흐르는 다리를 건너 바람부는 갈대숲을 지나 언제나 나를 언제나 나를 기다리던 너의 아파트 그리운 마음에 전화를 하면 아름다운 너의 목소리 언제나 내게 언제나 내게 속삭이던 너의 목소리 흘러가는 강물처럼 흘러가는 구름처럼 머물지못해 떠나가버린 너를 못잊어 어 오늘도 바보처럼 미련때문에 다시 또 찾아 왔지만 아무도 없는 아무도 없는 쓸쓸한 너의 아파트 흘러가는 강물처럼 흘러가는 구름처럼 머물지못해 떠나가버린 너를 못잊어 어 오늘도 바보처럼 미련때문에 다시 또 찾아왔지만 아무도 없는 아무도 없는 쓸쓸한 너의 아파트
그 집앞 (Cover Ver.),파스텔걸스(Pastel Girls),별빛으로 다가오는 네 작은 모습에 잠 못 이뤄 찾아왔네 그 집 앞 불빛 꺼진 네 창가엔 슬픔만 더해와 혼자 몰래 울고 가네 그 집 앞 꽃잎으로 새겨버린 그리운 이름을 부르다가 찾아왔네 그 집 앞 대답 없는 네 창가엔 아픔만 밀려와 눈물지며 돌아서네 그 집 앞 이제 다시 다시는 너를 생각 말아야지 돌아 올 수 없는 지나간 시간인걸 이제 다시 다시는 울지도 말아야지 어차피 잊어야 할 슬픈 기억인걸 그 집 앞 우우 난 아직 떠날 수 없어 그 집 앞 우우 난 너를 지울 수 없어 그 집 앞 우우 난 아직 떠날 수 없어 눈물 속에 서성이네 그 집 앞 이제 다시 다시는 너를 생각 말아야지 돌아 올 수 없는 지나간 시간인걸 이제 다시 다시는 울지도 말아야지 어차피 잊어야 할 슬픈 기억인걸 그 집 앞 우우 난 아직 떠날 수 없어 그 집 앞 우우 난 너를 지울 수 없어 그 집 앞 우우 난 아직 떠날 수 없어 눈물 속에 서성이네 그 집 앞
사랑이 샤르르,장미소,당신과 내가 함께 하는 모든 시간이 소중하죠 candy처럼 달콤한 당신 눈빛에 샤르르르 내 가슴이 떨려 서로 의지하면서 견딜 수가 있었죠 이젠 당신 없는 하루하루는 상상할 수가 없어 샤르르르 샤르르르 당신의 사랑에 샤르르르 샤르르르 내 마음 녹아요 사랑해요 당신만을 사랑합니다 영원히 단둘이서 샤르르르르 당신과 내가 함께 하는 모든 시간이 행복하죠 cream처럼 부드러운 당신 손길에 샤르르르 내 가슴이 떨려 서로 의지하면서 견딜 수가 있었죠 이젠 당신 없는 하루하루는 상상할 수가 없어 샤르르르 샤르르르 당신의 사랑에 샤르르르 샤르르르 내 마음 녹아요 사랑해요 당신만을 사랑합니다 영원히 단둘이서 샤르르르르 샤르르르 샤르르르 당신의 사랑에 샤르르르 샤르르르 내 마음 녹아요 사랑해요 당신만을 사랑합니다 영원히 단둘이서 샤르르르르
언제나 청춘,윤도경,사랑에 나이가 있나요 행복에 순서가 있나요 누가먼저 사랑했든 그게 무슨 상관있나요 사랑하면 그만이지 사랑은 봄바람 같은 찬바람도 막아주는 굽이굽이 걸어온 소중한 내 인생길 아름다운 꽃길을 그대와 손을 잡고 행복하게 살아가요 사랑에 나이가 있나요 행복에 순서가 있나요 누가먼저 사랑했든 그게 무슨 상관있나요 아껴주고 안아 줘야지 사랑은 봄바람 같은 찬바람도 막아주는 굽이굽이 걸어온 소중한 내 인생길 아름다운 꽃길을 그대와 손을 잡고 행복하게 살아가요 그대와 손을 잡고 행복하게 살아가요
물레방아 인생,풍오섭,돌고돌고 돌아가는 물레방아 빙글빙글 돌아가네 울고 웃던 내 인생 돌고돌던 내 인생 뒤돌아보니 물레방아 인생 세상살이 힘이 들면 앞만 보고 달려가 넘어지면 일어나 쉬어 가도 괜찮아 보석처럼 빛나는 인생 멋지게 살아가자 미안해 하지마 지금껏 잘해왔잖아 물레방아야 물레방아야 이제서야 인생을 알았답니다 우리 인생은 물레방아 인생 돌고돌고 돌아가는 물레방아 빙글빙글 돌아가네 울고 웃던 내 인생 돌고돌던 내 인생 뒤돌아보니 물레방아 인생 세상살이 힘이 들면 앞만 보고 달려가 넘어지면 일어나 쉬어 가도 괜찮아 보석처럼 빛나는 인생 멋지게 살아 가자 미안해 하지마 지금껏 잘해왔잖아 물레방아야 물레방아야 이제서야 인생을 알았답니다 우리 인생은 물레방아 인생 물레방아야 물레방아야 이제서야 인생을 알았답니다 우리 인생은 물레방아 인생 우리 인생은 물레방아 인생
My love Philippines,김큰산,under the warm sun by the endless sea a voice from the islands is calling me blue skies above waves dancing free i ve fallen in love oh philippines manila s bright lights cebu s gentle smiles bohol s chocolate hills stretch for miles palawan sunsets el nido s song this is where my heart belongs my love philippines you fill my heart with light my love philippines with you my dreams take flight my love philippines wherever i may roam oh my love philippines my forever home warm smiles greet me hearts so sincere songs and dances bring us all near fresh mangoes sweet a halo halo treat this is the place where love feels complete manila s bright lights cebu s gentle smiles bohol s chocolate hills stretch for miles palawan sunsets el nido s song this is where my heart belongs my love philippines you fill my heart with light my love philippines with you my dreams take flight my love philippines wherever i may roam oh my love philippines my forever home my love philippines you fill my heart with light my love philippines with you my dreams take flight my love philippines wherever i may roam oh my love philippines my forever home
100 Years Of Life,이해진,when i am 60 years old somebody called me from heaven tell them i will not go i am too young to go when i am 70 years old somebody called me from heaven tell them i cannot go there is work before i go when i am 80 years old somebody called me from heaven tell them i will not go my pride before i go when i am 90 years old somebody called me from heaven tell them i will go once i am ready to go when i am 100 years old they called me from heaven tell them on the beautiful day and time i will be there arrirang arrirang arrarriyo crossing over arrirang passing when i am 80 years old somebody called me from heaven tell them i will not go my pride before i go when i am 90 years old somebody called me from heaven tell them i will go once i am ready to go when i am 100 years old they called me from heaven tell them on a beautiful day i will be there when i am 150 years old god called me from heaven tell him i am already here i am in heaven
돈 때문에,현덕수,돈돈돈 돈때문에 나는 웃었다 갖고싶은것 내것일수 있어서 돈돈돈 돈때문에 나는 울었다 꿈과사랑 자존심을 잃어버려서 돈때문에 돈때문에 내가내가 울고 웃는다 언젠가는 아무리 돈이 많아도 쓸수 없을때가 있다는데 지금은 돈때문에 울고 웃는다 돈때문에 나는 웃고 싶다 돈돈돈 돈때문에 나는웃었다 갖고싶은것 내것일수 있어서 돈돈돈 돈때문에 나는 울었다 꿈과사랑 자존심을 잃어버려서 돈때문에 돈때문에 내가내가 울고 웃는다 언젠가는 아무리 돈이 많아도 쓸수 없을때가 있다는데 지금은 돈때문에 울고 웃는다 돈때문에 나는 웃고 싶다 돈때문에 돈때문에 내가내가 울고 웃는다 언젠가는 아무리 돈이 많아도 쓸수 없을때가 있다는데 지금은 돈때문에 울고 웃는다 돈때문에 나는 웃고 싶다
즐겨라 (Cover Ver.),초아강,언제까지 어깨춤을 추게할꺼야 흥이들어간다 쭉쭉쭉쭉쭉 언제까지 어깨춤을 추게할꺼야 흥이들어간다 쭉쭉쭉쭉쭉 즐겨라 즐겨라 즐겨라 즐겨 마음껏 즐겨라 피할수없다면 즐겨라 즐겨라 열정을 부어라 사랑을 마셔라 오늘을 즐겨라 늦기전에 인생을 즐겨라 옆사람 뒷사람 눈치보지 말고 집에가서 아쉽다고 후회하지 말고 신명나게 놀아보자 스트레스 풀어보자 지금을 즐겨보자 즐겨라 즐겨라 즐겨라 즐겨 마음껏 즐겨라 피할수없다면 즐겨라 즐겨라 열정을 부어라 사랑을 마셔라 오늘을 즐겨라 늦기전에 인생을 즐겨라 옆사람 뒷사람 눈치보지 말고 집에가서 아쉽다고 후회하지 말고 신명나게 놀아보자 스트레스 풀어보자 지금을 즐겨보자 즐겨라 즐겨라 즐겨라 즐겨 마음껏 즐겨라 피할수없다면 즐겨라 즐겨라 열정을 부어라 사랑을 마셔라 오늘을 즐겨라 늦기전에 인생을 즐겨라 언제까지 어깨춤을 추게할꺼야 흥이들어간다 쭉쭉쭉쭉쭉 언제까지 어깨춤을 추게할꺼야 흥이들어간다 쭉쭉쭉쭉쭉 늦기전에 인생을 즐겨라
한박자 쉬고 살아가요,명수현,한 박자 쉬고 살아가요 정신 없이 살았잖아요 무엇을 위해 살았었나 세월만 흘러갔네 한박자 쉬고 살아가요 어느새 다 지난 그 세월 바람과 같이 가버렸어 저 멀리 흘러갔어 내 마음 빈자리 어디에서 채울까요 한 박자 크게 쉬었다가 쉬었다가 살아가요 이제라도 찾아봐요 소중한 나의 인생 한 번 뿐인 나의 인생 두 번 다시 오지 않아요 한 박자 쉬고 살아가요 정신 없이 살았잖아요 무엇을 위해 살았었나 세월만 흘러갔네 한박자 쉬고 살아가요 어느새 다 지난 그 세월 바람과 같이 가버렸어 저 멀리 흘러갔어 내 마음 빈자리 어디에서 채울까요 한 박자 크게 쉬었다가 쉬었다가 살아가요 이제라도 찾아봐요 소중한 나의 인생 한 번 뿐인 나의 인생 두 번 다시 오지 않아요
한순간,예지,한순간을 참지못하고 당신 가슴에 못을 박았네 떠나가는 그대뒷모습 안개속에 멀어져가네 왜그랬을까 왜그랬을까 한순간을 참지못하고 왜 왜 왜 왜 왜 왜 언젠가는 이럴줄 알았지 떠나간 당신 멀어진 당신 가슴치며 후회를하네 가슴치며 후회를하네
인생의 보약,박소연,밤이면 밤마다 청실 홍실 엮어가며 낮이 낮이나 밤이 밤이나 너랑 나랑 두리둥실 놀고요 젓가락 두들기며 덩실덩실 춤도 추며 신나게 불러보는 사랑의 노래 이 한 밤이 다가도록 웃자 웃자 근심 걱정 다 내려놓고 놀자 놀자 답답하고 어려운 일 잊자 잊자 희망에 찬 내일 위해 노래하며 춤추자 웃음만이 인생의 보약이니까 웃음만이 인생의 보약이니까 젓가락 두들기며 덩실덩실 춤도 추며 신나게 불러보는 사랑의 노래 이 한 밤이 다가도록 웃자 웃자 근심 걱정 다 내려놓고 놀자 놀자 답답하고 어려운 일 잊자 잊자 희망에 찬 내일 위해 노래하며 춤추자 웃음만이 인생의 보약이니까 웃음만이 인생의 보약이니까
님따라가는 칠백리,박소연,저 산 이 강들이 만든 낙동강 칠백리 금강초롱 개망초꽃이 곱게도피어있는 흙 길 따라 뱃 길 따라 숲 길로 이어지고 꽃 길로 이어지는 구름 같은 경천대 낙동강 칠백 리가 한 눈에 잡히는데 강물에 떠있는듯한 경천섬 아래 낙동강 물에 눈물이 고여 이 이루어진 낙단보는 마치 세상의 슬픔을 안고 흘러가는 낙동강 칠백리 같구나 님따라가는 칠백리 흘러가는 낙동강 칠백리 같구나 님따라가는 칠백리 님따라가는 칠백리
인사동 밤이여,박소연,이 주머니 저 주머니 주섬주섬 담고 싶은 인사동 쌈지길 골목마다 먹거리 볼거리 추억의 거리 예술과 문화가 만난 오늘 밤은 특별한 밤이 될 것 같아 루프탑 위에서 내려다본 서울 야경 하늘에 별들이 소복히 내려앉아 축복을 안겨주는 아 아 잊지 못 할 인사동 밤이여 이 주머니 저 주머니 주섬주섬 담고 싶은 인사동 쌈지길 골목마다 먹거리 볼거리 추억의 거리 예술과 문화가 만난 오늘 밤은 특별한 밤이 될 것 같아 루프탑 위에서 내려다본 서울 야경 하늘에 별들이 소복히 내려앉아 축복을 안겨주는 아 아 잊지 못 할 인사동 밤이여 아 아 잊지 못 할 인사동 밤거리
