title,artist,cleaned_lyrics
논다,현승,내 모든 몸짓이 마냥 귀여웠데 새벽에 울며 보채도 모두가 밉지 않았데 내 표정 내 손짓 하나 하나 신기한 듯 날 마주 보네 그리고 웃어 주네 어느덧 난 자라나 그대보다 키가 크고 배운것도 더 많아 점점 그댈 멀리하네 그럼에도 내 행동 하나 하나 걱정한듯 날 몰래 보면서 눈물 훔치네 엄마와 논다 아빠와 논다 당신의 손을 잡고 뛰던 그때가 또올까 그렇게 나와 즐겁게 놀아주던 그때가 좋았다 다시 나와 논다 엄마와 논다 아빠와 논다 희미해진 기억이 다시 되살아 논다 그렇게 나와 해맑은 미소를 띄던 그때가 좋았다 다시 나와 논다 언젠가 불러봐도 들리지 않을 그때쯤 당신의 나이만큼 들어 작은 널 봤을때 그대와 함께 놀던 오랜 날들을 잊지 않고 다시금 논다 행복하게 논다 엄마와 논다 아빠와 논다 당신의 손을 잡고 뛰던 그때가 또올까 그렇게 나와 해맑은 미소를 띄던 그때가 좋았다 다시 나와 논다 엄마와 논다 아빠와 논다 희미해진 기억이 다시 되살아 논다 그렇게 나와 즐겁게 놀아주던 그때가 좋았다 다시 나와 논다 엄마와 논다
내 이름은 홍길동,송나진,내 이름은 홍길동 너무나도 흔한 이름 관공서에 가면 무조건 들려 모두가 홍길동을 부르네 듣는 홍길동이 기분이 별루야 홍길동은 내 이름인데 커피숍에서 내 이름을 부르면 낄낄대고 웃네 내 마음을 아는지 몰라 어릴 적 꿈꾸던 날들 내 이름에 자부심 있었지 이젠 그 이름이 웃긴가봐 내 마음이 아프기만 해 듣는 홍길동이 기분이 별루야 홍길동은 내 이름인데 커피숍에서 내 이름을 부르면 낄낄대고 웃네 내 마음을 아는지 몰라 내가 누구인지 잊혀져 그저 웃음거리로만 남아있어 특별한 나의 이야기를 누가 들어줄까 듣는 홍길동이 기분이 별루야 홍길동은 내 이름인데 커피숍에서 내 이름을 부르면 낄낄대고 웃네 내 마음을 아는지 몰라 그래도 나는 포기하지 않아 내 이름에 자부심을 가져볼게 진짜 홍길동의 이야기를 세상에 다시 전할 거야
옛친구(디스코 버전),박수미,소꼽장난 하던친구 하도그리워 불원천리 머나먼길 찾아갔더니 호호백발 옛친구가 반기여주네 거친손 마주잡고 활짝웃는데 눈가에 잔주름이 더깊어지네 아아 나의친구야 잊지말고 살아들가세 평상위에 술상놓고 마주앉아서 네눈물 내웃음을 섞어마신다 지난세월 갖은사연 다털어놓고 주고받는 술잔속에 날이저무니 뒷동산에 뜨는달은 예와같구나 아아 나의친구야 잊지말고 살아들가세 아아 나의친구야 잊지말고살아들가세
그 사람,설녹수,웃 마을 그 사람은 나쁜 아저씨 맛보라고 한 잔 주었더니 볼 때마다 달라네 한 잔 술 두 잔 술에 쌓인 정으로 달콤한 사랑 주고 받으며 사랑의 늪에 빠졌네 몸서리 외로움은 저 멀리 가고 나날속 행복이 쌓여만가네 님이라 하는 것이 무엇이길래 밥 먹다가 잠깐 졸아도 꿈속에서 미소짓네 어느새 맘빗장이 스르르 풀려 달콤한 사랑 주고 받으며 사랑의 늪에 빠졌네 인생을 배워주고 함께 해주는 웃 마을 그 사람이 너무나 좋아
내 청춘아,김영래,정처 없이 흘러가는 뜬 구름처럼 내 청춘 바람 따라 흘러 갔구나 무심한 세월은 화살처럼 가는데 내 청춘 석양빛노을 이구나 하지만 이대로 갈 수가 없네 못 다한 사랑 못 다한 꿈들 지금부터 시작이야 아직도 늦지 않아 마음은 청춘이야 내 청춘 오늘도 힘차게 브라보 내 인생 오늘도 멋있게 브라보 사랑아 청춘아 못 다한 꿈들아 지금부터 멋있게 힘차게 시작이야 하지만 이대로 갈 수가 없네 못 다한 사랑 못 다한 꿈들 지금부터 시작이야 아직도 늦지 않아 마음은 청춘이야 내 청춘 오늘도 힘차게 브라보 내 인생 오늘도 멋있게 브라보 사랑아 청춘아 못 다한 꿈들아 지금부터 멋있게 힘차게 시작이야 하지만 이대로 갈 수가 없네 못 다한 사랑 못 다한 꿈들 지금부터 시작이야 아직도 늦지 않아 마음은 청춘이야 아직도 늦지 않아 마음은 청춘이야 내 청춘아
내가슴 적시네,유미,그리운 그시절 내가슴 적시네 지난날 우리만남 첫사랑 우리의 사랑으로 정들었지만 세월이 지나도 잊지를 못하네 영원토록 만날수 있을까 사랑했던 그사람 오늘도 생각이 나요 돌아올수 없나요 지울수가 없어요 벌빛하늘 아래 가슴이 시려요 흘러가는 시냇물 처럼 그리운 그시절 다시와줘요 영원한 내사랑 내가슴 적시네 그리운 그시절 내가슴 적시네 지난날 우리만남 첫사랑 우리의 사랑으로 정들었지만 세월이 지나도 잊지를 못하네 영원토록 만날수 있을까 사랑했던 그사람 오늘도 생각이 나요 돌아올수 없나요 지울수가 없어요 별빛하늘 아래 가슴이 시려요 흘러가는 시냇물 처럼 그리운 그시절 다시와줘요 영원한 내사랑 내가슴 적시네 영원한 내사랑 내가슴 적시네
계절같은 남자,조나영,당신 때문에 당신 때문에 남남에서 님이된 사람 맨날맨날 힘들어도 너털웃움 내남자 당신은 계절같은남자 내두손을 꼭잡을땐 따뜻한 봄날같고 낙엽진 노을길엔 로맨틱한 가을남자 꽁꽁언 내마음을 녹여주는 내남자 당신은 계절 같은남자 당신 때문에 당신 때문에 님이된 계절같은남자 당신 때문에 당신 때문에 남남에서 님이된 사람 맨날맨날 힘들어도 너털웃움 내남자 당신은 계절같은남자 내두손을 꼭잡을땐 따뜻한 봄날같고 낙엽진 노을길엔 로맨틱한 가을남자 꽁꽁언 내마음을 녹여주는 내남자 당신은 계절 같은남자 당신 때문에 당신 때문에 님이된 계절같은남자
드루와,김영남,오빠가 할말이 있다 잠깐 기다려 지금 널 체포한다 내맘을 홀라당 훔쳐간 죄로 만약에 예쁜게 유죄라면 당신은 무조건 종신형이야 나라는 감옥에 가둬둘거야 드루와 아 드루와 내맘은 직진이야 빠꾸가 없지 들이대 막 들이대 사랑의 작대기를 내게 들이대 드루와 아 드루와 난이미 너를위해 준비된 남자 들이대 막 들이대 오늘밤 내가슴에 둥지를 틀어 오빠가 할말이 있다 잠깐 기다려 지금 널 체포한다 사랑에 내 눈을 멀게한 죄로 한평생 한명만 사랑할 수 있다면 무조건 당신이야 나라는 감옥에 가둬둘거야 드루와 아 드루와 내맘은 직진이야 빠꾸가 없지 들이대 막 들이대 사랑의 작대기를 내게 들이대 드루와 아 드루와 난이미 너를위해 준비된 남자 들이대 막 들이대 오늘밤 내가슴에 둥지를 틀어 오빠는 착한사람 날라리 아냐 이런맘 처음이야 진짜 찐사랑 믿음과 소망과 사랑중에 사랑이 최고라더라 드루와 아 드루와 내맘은 직진이야 빠꾸가 없지 들이대 막 들이대 사랑의 작대기를 내게 들이대 드루와 아 드루와 난이미 너를위해 준비된 남자 들이대 막 들이대 오늘밤 내가슴에 둥지를 틀어
추억의 용호사거리,양승환,다정했던 나의 공주야 그때 그 시절 기억하니 우리가 약속하며 만났던 곳 언제나 밤 불빛은 즐거웠지 생각난다 그때 그 추억 너와 나 술잔이 생각난다 성모야 용이야 잊지 마라 추억의 용호동 사거리 벌떼부터 시작해서 용호 일번가 이기대 포장 나사와 유진과 긴자 포장 언제나 밤 불빛은 즐거웠지 생각난다 달과 별 포장 무쏘도 석화도 가와 포장 민자야 진이야 잊지 마라 추억의 용호동 사거리 현주야 은아야 잊지 마라 추억의 용호동 사거리 추억의 용호동 사거리
내고향 나주장터,황제,내고향 하행선에 열차를 타고 영산강 구비구비 돌고 돌아 내고향 나주평야 호남평야 신토불이 명품 나주배 동지섣달 눈보라속에 나주장터 골목길에서 굶주린 배 움켜쥐며 배부르다 말씀하신 자식걱정 울어머니 꿈에라도 보고 싶어요 내고향 나주장터 어머니사랑 내고향 나주장터 봄이 오면 온동네가 배꽃으로 물든 영산강 구비구비 돌고 돌아 내고향 나주평야 호남평야 신토불이 명품 나주배 동지섣달 눈보라속에 나주장터 골목길에서 굶주린 배 움켜쥐며 배부르다 말씀하신 자식걱정 울어머니 꿈에서도 눈물이 나요 내고향 나주장터 어머니사랑 내고향 나주장터 내고향 나주장터 어머니사랑 그리운 나주장터 어머니의 나주장터
마누라와 영감탱이,상큼이와 엉큼이,시도 때도 없이 바가지만 긁어 대지만 그래도 애교많은 마누랍니다 매일매일 속썩이고 고생이 많소 그래도 당신 영감탱이오 뒤돌아보니 다 꿈만 같구나 몃번이나 꽃이 피고졌나 사랑스러운 당신 손을 잡으면 콩닥콩닥 떨려 오네요 알쏭달쏭 인생이란 알수 없지만 알콩달콩 살아 보아요 매일 애들같이 철도없고 사고 치지만 그래도 자상한 영감탱이오 시시콜콜 간섭하고 앙탈 대지만 그래도 당신 마누랍니다 지나간 세월 다 바람 같구나 생일떡을 몃개나 먹은거야 사랑스러운 당신 눈빛을 보면 짜릿짜릿 저려 오네요 알쏭달쏭 인생이란 알수 없지만 알콩달콩 살아 보아요 애교많고 정도많은 부부랍니다 평생토록 행복합시다
정이 뭐길래,박승희,정 정 정이 뭐길래 내 마음을 아프게 하고 정 정 정 마음의 빚을 다 갚고 가야 할 텐데 물질 명예 다 필요 없고 사랑 만이 가슴에 남더라 정 정 정 그 놈의 정이 무엇이길래 정 때문에 내가 살았다 정 때문에 내가 산다 정 정 정이 뭐길래 내 가슴을 아프게 하나 정 정 정 마음의 빚을 다 갚고 가야 할 텐데 부귀 영화 다 필요 없고 사랑 만이 가슴에 남더라 정 정 정 그 놈의 정이 무엇이길래 정 때문에 내가 살았다 정 때문에 내가 산다 정 때문에 내가 살았다
깡이 있어야 날제,연수안,해운대 백사장에 갈매기 무리가 먹이를 찾고 있다 슬그머니 다가가 카메라 초점을 맞추는데 새우깡 파는 할머니 파도 같은 넉살로 아따 깡이 있어야 푸드득 날 제 밉지 않은 너스레로 내 손에 들려준 새우깡 봉지 속 한 평생 깡으로 살아온 그녀 닮은 등 굽은 새우들 과자봉지 속에서 바스락거리고 있다 새우 한 마리 손바닥에 올려놓으니 갈매기 무리지어 몰려온다 겁 없이 손목에 앉아 발톱으로 깡을 모르고 살던 여자의 손끝 쪼아댄다 무엇이 이처럼 급박하게 했을까 내 머리 위에는 깡이 끌고 가는 날개달린 것들의 저녁이 분주하다
지게,김청,인생의 무게를 나의 지게에 지고 하루를 걸어간다 배고픈 마음을 나의 지게에 지고 허기를 달래본다 힘들게 견디며 오른 언덕에 나의 땀 나의 눈물이 거친 삶의 거름되어 행복으로 피어날거야 누구나 지고 갈 험한 인생길 마주보며 사랑하기를 누구나 가야할 거친 인생길 돌아보면 찬란할거야 영원히
국민의 노래,안재동,틀어막을수록 더 크게 퍼지고 누를수록 더 높이 튀어 오르고 때릴수록 더욱 크고 때릴수록 강해진다 틀어막을수록 더 크게 퍼지고 누를수록 더 높이 튀어 오르고 때릴수록 더욱 크고 때릴수록 강해진다 아무도 감당할 수 없는 그것 아무도 제어할 수 없는 그것 어쩌면 그것이 위대한 국민의 정신 아니겠나 어쩌면 그것이 진정한 자유민주주의 아니겠나 결국 승리를 쟁취하게 될 일 아니겠나 틀어막을수록 더 크게 퍼지고 누를수록 더 높이 튀어 오르고 때릴수록 더욱 크고 때릴수록 강해진다 그런 일들이 정당한가 아닌가는 정치가들이 아니라 오로지 국민이 결정한다 국민의 입과 눈과 귀를 막거나 국민의 뜻을 무시하거나 국민을 힘으로 눌러 설 수 있는 군주나 나라는 없느니 나라의 주인이 바로 국민이거늘
나만의 선물,최성,노을 곱게 물든 바닷가 그대와 둘이 앉아서 두손 꼭 잡으며 우리의 지난 날들을 뒤돌아 보네 쉬지 않고 달려온 세월 남은건 후회와 아쉬움뿐 하지만 얻는것도 있지 행복한 순간들고 많았었지 그대가 내곁에 온것은 그중에 최고의 선물 너무나도 고귀하고 아름다운 나만의 선물
양산 그리고 물금,양승환,양산하고 물금하고 낙동강이 안아주네 그 옛날부터 인심 좋은 곳 천태산 오봉산 물금리 범어리 모두 모두 내 고향이라 양산천 황산 공원 증산리 가촌리 양산 물금 벚꽃축제 대장군 환상 향수 물레방아 양산 그리고 물금 내 고향 양산하고 물금하고 낙동강이 안아주네 그 옛날부터 인심 좋은 곳 천태산 오봉산 물금리 범어리 모두 모두 내 고향이라 양산천 황산 공원 증산리 가촌리 양산 물금 벚꽃축제 대장군 환상 향수 물레방아 양산 그리고 물금 내 고향 대장군 환상 향수 물레방아 양산 그리고 물금 내 고향 양산 그리고 물금 내 고향
꽃 같은 여자,남주원,샤랄라그대 샤랄라당신 샤랄라그대 샤랄라당신 당신은 꽃같은 여자 내맘을 들락날락 하더니 살며시 윙크하고 사라진당신 수선화꽃 향기로 다가와 봄 처럼 사라졌네 이리저 리다둘러 보아도 도대체 어디있나 얄미운당신 코스모스 향기만 남기고 가을 처럼 사라졌네 아아아 꽃같은 내님이여 보고 있어도 난 그리워요 아아 향기만 남아버린 내사랑 나의 꽃이여 그대사랑 향기 만이라도 오 나의 가슴에 오 나의 품속에 사랑의 향기 만으로 내 영원한 소중한 사랑이여 당신은 꽃같은 여자 그대사랑 향기 에난취해 나 에게 와줘요 오 나의 그대여 사랑의 향기 만으로 난 충분해 나만의 사랑이여 당신은 꽃같은 여자 x2
열애,이지훈,그대의 그림자에 쌓여 이 한 세월 그대와 함께 하나니 그대의 가슴에 나는 꽃처럼 영롱한 별처럼 찬란한 진주가 되리라 그리고 이 생명 다하도록 이 생명 다하도록 뜨거운 마음속 불꽃을 피우리라 태워도 태워도 재가 되지 않는 진주처럼 영롱한 사랑을 피우리라 그리고 이 생명 다하도록 이 생명 다하도록 뜨거운 마음속 불꽃을 피우리라 태워도 태워도 재가 되지 않는 진주처럼 영롱한 사랑을 피우리라 뜨거운 마음속 불꽃을 불꽃을 피우리라 태워도 태워도 재가 되지 않는 진주처럼 영롱한 사랑을 피우리라 사랑을 피우리라
연인,김용빈,다시 만날 수 있을까 이 밤 지나면 나의 가슴에 이별을 두고 떠나버린 사람아 이젠 부르지 않으리 애써 다짐해 놓고 밤이 새도록 그대 생각에 눈을 젖는다 미운 사람아 정든 사람아 어디서 무얼 하는지 보고 싶어서 몸부림쳐도 만날 수 없는 사람아 내가 세상에 태어나 너를 만나 사랑한 것이 지금 나에겐 전부야 다시 돌아와 미운 사람아 정든 사람아 어디서 무얼 하는지 보고 싶어서 몸부림쳐도 만날 수 없는 사람아 미운 사람아 정든 사람아 어디서 무얼 하는지 보고 싶어서 몸부림쳐도 만날 수 없는 사람아 내가 세상에 태어나 너를 만나 사랑한 것이 지금 나에겐 전부야 다시 돌아와 다시 나에게 돌아와 그 언제라도
